model_id,analysis_role,condition_id,seed,candidate_representation,delta_log_loss,delta_brier_score,log_loss_sign,brier_score_sign,log_loss_sign_reversal_vs_baseline,brier_score_sign_reversal_vs_baseline,log_loss_rank_order,brier_score_rank_order,log_loss_rank_reversal_vs_baseline,brier_score_rank_reversal_vs_baseline
empirical_history_secondary,secondary,aggregation_product,20260831,structural_split2,0.0029505759843507784,0.0009067075088168286,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,True,True
bkt_mean_full_credit_secondary,secondary,aggregation_product,20260831,coarse_linguistic_families,0.07076631412383416,0.02528091572714336,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,aggregation_product,20260831,structural_split2,-0.0165688242768135,-0.006104447917411104,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,aggregation_arithmetic_mean,20260829,coarse_linguistic_families,0.004789646091923561,0.002196551381845352,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,aggregation_arithmetic_mean,20260829,structural_split2,0.0022183090351027834,0.001023369535619656,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,aggregation_arithmetic_mean,20260829,coarse_linguistic_families,-0.0007661215096709251,-0.000343721604704722,negative,negative,True,True,coarse_linguistic_families>true_kstar>structural_split2,coarse_linguistic_families>true_kstar>structural_split2,True,True
empirical_history_secondary,secondary,aggregation_arithmetic_mean,20260829,structural_split2,0.012662694233139704,0.005855316215491874,positive,positive,False,False,coarse_linguistic_families>true_kstar>structural_split2,coarse_linguistic_families>true_kstar>structural_split2,True,True
bkt_mean_full_credit_secondary,secondary,aggregation_arithmetic_mean,20260829,coarse_linguistic_families,0.06379832794401952,0.017183153584279798,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,aggregation_arithmetic_mean,20260829,structural_split2,-0.03224180376471375,-0.007747940705162243,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,aggregation_arithmetic_mean,20260830,coarse_linguistic_families,0.004353102000976938,0.001997146109133263,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,aggregation_arithmetic_mean,20260830,structural_split2,0.001485748966758238,0.0006925887196041758,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,aggregation_arithmetic_mean,20260830,coarse_linguistic_families,-0.001263322660951971,-0.0005859549948263876,negative,negative,True,True,coarse_linguistic_families>true_kstar>structural_split2,coarse_linguistic_families>true_kstar>structural_split2,True,True
empirical_history_secondary,secondary,aggregation_arithmetic_mean,20260830,structural_split2,0.011521476229842786,0.0053484429246589416,positive,positive,False,False,coarse_linguistic_families>true_kstar>structural_split2,coarse_linguistic_families>true_kstar>structural_split2,True,True
bkt_mean_full_credit_secondary,secondary,aggregation_arithmetic_mean,20260830,coarse_linguistic_families,0.05721681551314084,0.015037876654977633,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,aggregation_arithmetic_mean,20260830,structural_split2,-0.03575770658012123,-0.008954942322547815,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,aggregation_arithmetic_mean,20260831,coarse_linguistic_families,0.004356232682258598,0.001995076284529551,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,aggregation_arithmetic_mean,20260831,structural_split2,0.0015107487291277089,0.000707504414474841,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,aggregation_arithmetic_mean,20260831,coarse_linguistic_families,-0.0008776722073169374,-0.00041722055245885237,negative,negative,True,True,coarse_linguistic_families>true_kstar>structural_split2,coarse_linguistic_families>true_kstar>structural_split2,True,True
empirical_history_secondary,secondary,aggregation_arithmetic_mean,20260831,structural_split2,0.011873889371013302,0.005437687481390369,positive,positive,False,False,coarse_linguistic_families>true_kstar>structural_split2,coarse_linguistic_families>true_kstar>structural_split2,True,True
bkt_mean_full_credit_secondary,secondary,aggregation_arithmetic_mean,20260831,coarse_linguistic_families,0.059286190979126574,0.015886728910528558,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,aggregation_arithmetic_mean,20260831,structural_split2,-0.03514049086889537,-0.008509548318784727,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260829,coarse_linguistic_families,0.00879445634382503,0.004245444319888242,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260829,structural_split2,0.0037224775466037086,0.0018058108395808958,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260829,coarse_linguistic_families,0.005847951084801517,0.003097420294872588,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260829,structural_split2,0.009818692434051535,0.0042780457856495535,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260829,coarse_linguistic_families,0.0880920565111053,0.026689296376101068,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260829,structural_split2,-0.032248370932937864,-0.009098299835286372,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260830,coarse_linguistic_families,0.007748452647134085,0.003749892837011687,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260830,structural_split2,0.0030772857571272905,0.0014996660765740355,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260830,coarse_linguistic_families,0.005626592048032286,0.0030078332263039076,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260830,structural_split2,0.009053921878810711,0.004029717757023515,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260830,coarse_linguistic_families,0.08580380174248481,0.026002798329670895,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260830,structural_split2,-0.030732596301743298,-0.008947032510511044,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260831,coarse_linguistic_families,0.008014606612161246,0.003882115040995615,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260831,structural_split2,0.0030836977833794688,0.00150794550304717,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260831,coarse_linguistic_families,0.0047883221503316475,0.0026034650224103506,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260831,structural_split2,0.009103865619627172,0.0040307338405936866,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260831,coarse_linguistic_families,0.08672328363228432,0.026284778385249008,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,learner_guess_slip_heterogeneity_beta2_2_00_20,20260831,structural_split2,-0.030971820744885137,-0.008539502572008029,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,forgetting_gap_002,20260829,coarse_linguistic_families,0.003828719713820261,0.001898790528634342,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,forgetting_gap_002,20260829,structural_split2,0.001978960936829366,0.0009793403007479218,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,forgetting_gap_002,20260829,coarse_linguistic_families,0.0011329196983295153,0.0008578406126947269,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,forgetting_gap_002,20260829,structural_split2,0.009600743540637557,0.0042055129646977885,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,forgetting_gap_002,20260829,coarse_linguistic_families,0.06356139919714443,0.021085225917199246,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,forgetting_gap_002,20260829,structural_split2,-0.03128876643412559,-0.010520543485611822,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,forgetting_gap_002,20260830,coarse_linguistic_families,0.003061243316119344,0.0015232232878793772,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,forgetting_gap_002,20260830,structural_split2,0.001567357980385875,0.0007786364355483189,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,forgetting_gap_002,20260830,coarse_linguistic_families,0.0002852601572410629,0.0005221521999281831,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,forgetting_gap_002,20260830,structural_split2,0.009143754957413264,0.004004980722987661,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,forgetting_gap_002,20260830,coarse_linguistic_families,0.06425696819590099,0.02053483888373797,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,forgetting_gap_002,20260830,structural_split2,-0.02979838045738037,-0.010221526207712106,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,forgetting_gap_002,20260831,coarse_linguistic_families,0.0035098101022743577,0.0017441383042952896,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,forgetting_gap_002,20260831,structural_split2,0.0017115516600392233,0.0008473419758138756,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,forgetting_gap_002,20260831,coarse_linguistic_families,2.6014067509017025e-06,0.0003307086910235846,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,forgetting_gap_002,20260831,structural_split2,0.008611929979469468,0.003746670987133438,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,forgetting_gap_002,20260831,coarse_linguistic_families,0.06002433822185316,0.020248077089499494,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,forgetting_gap_002,20260831,structural_split2,-0.028649179476015862,-0.009590931838664607,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,item_difficulty_logit_sd_060,20260829,coarse_linguistic_families,0.00750490602040732,0.00369120727656011,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,item_difficulty_logit_sd_060,20260829,structural_split2,0.002871713914792795,0.0014239190842296467,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,item_difficulty_logit_sd_060,20260829,coarse_linguistic_families,0.00601471413862853,0.0032641569315339236,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>structural_split2>coarse_linguistic_families,False,True
empirical_history_secondary,secondary,item_difficulty_logit_sd_060,20260829,structural_split2,0.007316527949131402,0.0030706667593647374,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>structural_split2>coarse_linguistic_families,False,True
bkt_mean_full_credit_secondary,secondary,item_difficulty_logit_sd_060,20260829,coarse_linguistic_families,0.08140978643450025,0.025808288272658464,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,item_difficulty_logit_sd_060,20260829,structural_split2,-0.03188392258191397,-0.009590029575983205,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,item_difficulty_logit_sd_060,20260830,coarse_linguistic_families,0.006954062788168791,0.0034199168328165608,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,True,True
observable_pfa_logistic_primary,primary,item_difficulty_logit_sd_060,20260830,structural_split2,-0.00041266434134057395,-0.0004352634197091476,negative,negative,True,True,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,True,True
empirical_history_secondary,secondary,item_difficulty_logit_sd_060,20260830,coarse_linguistic_families,0.00513030609874876,0.0028672791058308444,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,item_difficulty_logit_sd_060,20260830,structural_split2,0.006847110114488908,0.0028989217405941403,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,item_difficulty_logit_sd_060,20260830,coarse_linguistic_families,0.06935823362267035,0.021950264079534876,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,item_difficulty_logit_sd_060,20260830,structural_split2,-0.022138397611753735,-0.006212153661337705,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,item_difficulty_logit_sd_060,20260831,coarse_linguistic_families,0.00457916051935614,0.0022113475825820683,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,True,True
observable_pfa_logistic_primary,primary,item_difficulty_logit_sd_060,20260831,structural_split2,0.009955235826724307,0.0041208651272168495,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,True,True
empirical_history_secondary,secondary,item_difficulty_logit_sd_060,20260831,coarse_linguistic_families,0.004255288894478126,0.002358560005728927,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,item_difficulty_logit_sd_060,20260831,structural_split2,0.006341753024970087,0.002689595014867152,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,item_difficulty_logit_sd_060,20260831,coarse_linguistic_families,0.08360976883237081,0.025533755582335838,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,item_difficulty_logit_sd_060,20260831,structural_split2,-0.03683807157172403,-0.010972813402445658,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260829,coarse_linguistic_families,0.008279455695663351,0.004016883717608721,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260829,structural_split2,0.0035884949379920705,0.0017497572698350061,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260829,coarse_linguistic_families,0.0050777723517902995,0.002740836496225807,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260829,structural_split2,0.009676870183018327,0.004198581196940276,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260829,coarse_linguistic_families,0.0875316495299786,0.026559036940186187,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260829,structural_split2,-0.03063224709016743,-0.008515646717617065,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260830,coarse_linguistic_families,0.00806737364667598,0.0039072688831942315,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260830,structural_split2,0.0034368860233106036,0.0016783854787275065,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260830,coarse_linguistic_families,0.005484367003983248,0.0029489843915086467,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260830,structural_split2,0.010081811029392651,0.004492242337298391,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260830,coarse_linguistic_families,0.08596320411836378,0.026124871358475688,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260830,structural_split2,-0.028222209269231358,-0.008012941580378796,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260831,coarse_linguistic_families,0.007471367174183952,0.0036291881070335263,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260831,structural_split2,0.0029076119520740074,0.0014297881995502526,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260831,coarse_linguistic_families,0.004088787656022386,0.002260797613086757,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260831,structural_split2,0.008867335378724417,0.0038814703077928725,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260831,coarse_linguistic_families,0.08210748444498062,0.02526863929432993,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,learner_learning_rate_heterogeneity_beta2_2_005_035,20260831,structural_split2,-0.030689885517683924,-0.008774907484740913,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,correlated_initial_mastery_global_mixture_050,20260829,coarse_linguistic_families,0.006275218949087558,0.002988317447177674,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,correlated_initial_mastery_global_mixture_050,20260829,structural_split2,0.0023694322750626995,0.001137650497919418,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260829,coarse_linguistic_families,0.0027060527924849254,0.001541263783314012,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260829,structural_split2,0.009942542845068347,0.004402613314266557,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260829,coarse_linguistic_families,0.07035362656095312,0.02077838226523787,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260829,structural_split2,-0.03056328737560421,-0.00839499992584608,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,correlated_initial_mastery_global_mixture_050,20260830,coarse_linguistic_families,0.0058757741490013116,0.002783521060970684,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,correlated_initial_mastery_global_mixture_050,20260830,structural_split2,0.0027368500699089804,0.0013156859255168685,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260830,coarse_linguistic_families,0.003533638251757232,0.0019178757841287197,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260830,structural_split2,0.010542523003147841,0.004666601548435512,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
bkt_mean_full_credit_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260830,coarse_linguistic_families,0.06787434171616757,0.019945064659968148,positive,positive,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
bkt_mean_full_credit_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260830,structural_split2,-0.028463699553306965,-0.007689677617937596,negative,negative,False,False,structural_split2>true_kstar>coarse_linguistic_families,structural_split2>true_kstar>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,correlated_initial_mastery_global_mixture_050,20260831,coarse_linguistic_families,0.005356546559389663,0.0025293753499699145,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
observable_pfa_logistic_primary,primary,correlated_initial_mastery_global_mixture_050,20260831,structural_split2,0.0020343349581093406,0.0009717167254275627,positive,positive,False,False,true_kstar>structural_split2>coarse_linguistic_families,true_kstar>structural_split2>coarse_linguistic_families,False,False
empirical_history_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260831,coarse_linguistic_families,0.0012454073554210021,0.0008190818633615482,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
empirical_history_secondary,secondary,correlated_initial_mastery_global_mixture_050,20260831,structural_split2,0.00894538562405156,0.003964962602305333,positive,positive,False,False,true_kstar>coarse_linguistic_families>structural_split2,true_kstar>coarse_linguistic_families>structural_split2,False,False
